cell,cell_id,cell_types
singles-BM0828-CLP-frozen-151103-77,cell_460,CLP
singles-BM0828-CLP-frozen-151103-78,cell_461,CLP
singles-BM0828-CLP-frozen-151103-79,cell_462,CLP
singles-BM0828-CLP-frozen-151103-80,cell_463,CLP
singles-BM0828-CLP-frozen-151103-81,cell_464,CLP
singles-BM0828-CLP-frozen-151103-82,cell_465,CLP
singles-BM0828-CLP-frozen-151103-83,cell_466,CLP
singles-BM0828-CLP-frozen-151103-84,cell_467,CLP
singles-BM0828-CLP-frozen-151103-85,cell_468,CLP
singles-BM0828-CLP-frozen-151103-86,cell_469,CLP
singles-BM0828-CLP-frozen-151103-87,cell_470,CLP
singles-BM0828-CLP-frozen-151103-88,cell_471,CLP
singles-BM0828-CLP-frozen-151103-89,cell_472,CLP
singles-BM0828-CLP-frozen-151103-90,cell_473,CLP
singles-BM0828-CLP-frozen-151103-91,cell_474,CLP
singles-BM0828-CLP-frozen-151103-92,cell_475,CLP
singles-BM0828-CLP-frozen-151103-93,cell_476,CLP
singles-BM0828-CLP-frozen-151103-94,cell_477,CLP
singles-BM0828-CLP-frozen-151103-95,cell_478,CLP
singles-BM0828-CLP-frozen-151103-96,cell_479,CLP
singles-MEP-141017-1,cell_480,MEP
singles-MEP-141017-2,cell_481,MEP
singles-MEP-141017-3,cell_482,MEP
singles-MEP-141017-4,cell_483,MEP
singles-MEP-141017-5,cell_484,MEP
singles-MEP-141017-6,cell_485,MEP
singles-MEP-141017-7,cell_486,MEP
singles-MEP-141017-8,cell_487,MEP
singles-MEP-141017-9,cell_488,MEP
singles-MEP-141017-10,cell_489,MEP
singles-MEP-141017-11,cell_490,MEP
singles-MEP-141017-12,cell_491,MEP
singles-MEP-141017-13,cell_492,MEP
singles-MEP-141017-14,cell_493,MEP
singles-MEP-141017-15,cell_494,MEP
singles-MEP-141017-16,cell_495,MEP
singles-MEP-141017-17,cell_496,MEP
singles-MEP-141017-18,cell_497,MEP
singles-MEP-141017-19,cell_498,MEP
singles-MEP-141017-20,cell_499,MEP
singles-MEP-141017-21,cell_500,MEP
singles-MEP-141017-22,cell_501,MEP
singles-MEP-141017-23,cell_502,MEP
singles-MEP-141017-24,cell_503,MEP
singles-MEP-141017-25,cell_504,MEP
singles-MEP-141017-26,cell_505,MEP
singles-MEP-141017-27,cell_506,MEP
singles-MEP-141017-28,cell_507,MEP
singles-MEP-141017-29,cell_508,MEP
singles-MEP-141017-30,cell_509,MEP
singles-MEP-141017-31,cell_510,MEP
singles-MEP-141017-32,cell_511,MEP
singles-MEP-141017-33,cell_512,MEP
singles-MEP-141017-34,cell_513,MEP
singles-MEP-141017-35,cell_514,MEP
singles-MEP-141017-36,cell_515,MEP
singles-MEP-141017-37,cell_516,MEP
singles-MEP-141017-38,cell_517,MEP
singles-MEP-141017-39,cell_518,MEP
singles-MEP-141017-40,cell_519,MEP
singles-MEP-141017-41,cell_520,MEP
singles-MEP-141017-42,cell_521,MEP
singles-MEP-141017-43,cell_522,MEP
singles-MEP-141017-44,cell_523,MEP
singles-MEP-141017-45,cell_524,MEP
singles-MEP-141017-46,cell_525,MEP
singles-MEP-141017-47,cell_526,MEP
singles-MEP-141017-48,cell_527,MEP
singles-MEP-141017-49,cell_528,MEP
singles-MEP-141017-50,cell_529,MEP
singles-MEP-141017-51,cell_530,MEP
singles-MEP-141017-52,cell_531,MEP
singles-MEP-141017-53,cell_532,MEP
singles-MEP-141017-54,cell_533,MEP
singles-MEP-141017-55,cell_534,MEP
singles-MEP-141017-56,cell_535,MEP
singles-MEP-141017-57,cell_536,MEP
singles-MEP-141017-58,cell_537,MEP
singles-MEP-141017-59,cell_538,MEP
singles-MEP-141017-60,cell_539,MEP
singles-MEP-141017-61,cell_540,MEP
singles-MEP-141017-62,cell_541,MEP
singles-MEP-141017-63,cell_542,MEP
singles-MEP-141017-64,cell_543,MEP
singles-MEP-141017-65,cell_544,MEP
singles-MEP-141017-66,cell_545,MEP
singles-MEP-141017-67,cell_546,MEP
singles-MEP-141017-68,cell_547,MEP
singles-MEP-141017-69,cell_548,MEP
singles-MEP-141017-70,cell_549,MEP
singles-MEP-141017-71,cell_550,MEP
singles-MEP-141017-72,cell_551,MEP
singles-MEP-141017-73,cell_552,MEP
singles-MEP-141017-74,cell_553,MEP
singles-MEP-141017-75,cell_554,MEP
singles-MEP-141017-76,cell_555,MEP
singles-MEP-141017-77,cell_556,MEP
singles-MEP-141017-78,cell_557,MEP
singles-MEP-141017-79,cell_558,MEP
singles-MEP-141017-80,cell_559,MEP
singles-MEP-141017-81,cell_560,MEP
singles-MEP-141017-82,cell_561,MEP
singles-MEP-141017-83,cell_562,MEP
singles-MEP-141017-84,cell_563,MEP
singles-MEP-141017-85,cell_564,MEP
singles-MEP-141017-86,cell_565,MEP
singles-MEP-141017-87,cell_566,MEP
singles-MEP-141017-88,cell_567,MEP
singles-MEP-141017-89,cell_568,MEP
singles-MEP-141017-90,cell_569,MEP
singles-MEP-141017-91,cell_570,MEP
singles-MEP-141017-92,cell_571,MEP
singles-MEP-141017-93,cell_572,MEP
singles-MEP-141017-94,cell_573,MEP
singles-MEP-141017-95,cell_574,MEP
singles-MEP-141017-96,cell_575,MEP
singles-BM0828-GMP-151027-1,cell_576,GMP
singles-BM0828-GMP-151027-2,cell_577,GMP
singles-BM0828-GMP-151027-3,cell_578,GMP
singles-BM0828-GMP-151027-4,cell_579,GMP
singles-BM0828-GMP-151027-5,cell_580,GMP
singles-BM0828-GMP-151027-6,cell_581,GMP
singles-BM0828-GMP-151027-7,cell_582,GMP
singles-BM0828-GMP-151027-8,cell_583,GMP
singles-BM0828-GMP-151027-9,cell_584,GMP
singles-BM0828-GMP-151027-10,cell_585,GMP
singles-BM0828-GMP-151027-11,cell_586,GMP
singles-BM0828-GMP-151027-12,cell_587,GMP
singles-BM0828-GMP-151027-13,cell_588,GMP
singles-BM0828-GMP-151027-14,cell_589,GMP
singles-BM0828-GMP-151027-15,cell_590,GMP
singles-BM0828-GMP-151027-16,cell_591,GMP
singles-BM0828-GMP-151027-17,cell_592,GMP
singles-BM0828-GMP-151027-18,cell_593,GMP
singles-BM0828-GMP-151027-19,cell_594,GMP
singles-BM0828-GMP-151027-20,cell_595,GMP
singles-BM0828-GMP-151027-21,cell_596,GMP
singles-BM0828-GMP-151027-22,cell_597,GMP
singles-BM0828-GMP-151027-23,cell_598,GMP
singles-BM0828-GMP-151027-24,cell_599,GMP
singles-BM0828-GMP-151027-25,cell_600,GMP
singles-BM0828-GMP-151027-26,cell_601,GMP
singles-BM0828-GMP-151027-27,cell_602,GMP
singles-BM0828-GMP-151027-28,cell_603,GMP
singles-BM0828-GMP-151027-29,cell_604,GMP
singles-BM0828-GMP-151027-30,cell_605,GMP
singles-BM0828-GMP-151027-31,cell_606,GMP
singles-BM0828-GMP-151027-32,cell_607,GMP
singles-BM0828-GMP-151027-33,cell_608,GMP
singles-BM0828-GMP-151027-34,cell_609,GMP
singles-BM0828-GMP-151027-35,cell_610,GMP
singles-BM0828-GMP-151027-36,cell_611,GMP
singles-BM0828-GMP-151027-37,cell_612,GMP
singles-BM0828-GMP-151027-38,cell_613,GMP
singles-BM0828-GMP-151027-39,cell_614,GMP
singles-BM0828-GMP-151027-40,cell_615,GMP
singles-BM0828-GMP-151027-41,cell_616,GMP
singles-BM0828-GMP-151027-42,cell_617,GMP
singles-BM0828-GMP-151027-43,cell_618,GMP
singles-BM0828-GMP-151027-44,cell_619,GMP
singles-BM0828-GMP-151027-45,cell_620,GMP
singles-BM0828-GMP-151027-46,cell_621,GMP
singles-BM0828-GMP-151027-47,cell_622,GMP
singles-BM0828-GMP-151027-48,cell_623,GMP
singles-BM0828-GMP-151027-49,cell_624,GMP
singles-BM0828-GMP-151027-50,cell_625,GMP
singles-BM0828-GMP-151027-51,cell_626,GMP
singles-BM0828-GMP-151027-52,cell_627,GMP
singles-BM0828-GMP-151027-53,cell_628,GMP
singles-BM0828-GMP-151027-54,cell_629,GMP
singles-BM0828-GMP-151027-55,cell_630,GMP
singles-BM0828-GMP-151027-56,cell_631,GMP
singles-BM0828-GMP-151027-57,cell_632,GMP
singles-BM0828-GMP-151027-58,cell_633,GMP
singles-BM0828-GMP-151027-59,cell_634,GMP
singles-BM0828-GMP-151027-60,cell_635,GMP
singles-BM0828-GMP-151027-61,cell_636,GMP
singles-BM0828-GMP-151027-62,cell_637,GMP
singles-BM0828-GMP-151027-63,cell_638,GMP
singles-BM0828-GMP-151027-64,cell_639,GMP
singles-BM0828-GMP-151027-65,cell_640,GMP
singles-BM0828-GMP-151027-66,cell_641,GMP
singles-BM0828-GMP-151027-67,cell_642,GMP
singles-BM0828-GMP-151027-68,cell_643,GMP
singles-BM0828-GMP-151027-69,cell_644,GMP
singles-BM0828-GMP-151027-70,cell_645,GMP
singles-BM0828-GMP-151027-71,cell_646,GMP
singles-BM0828-GMP-151027-72,cell_647,GMP
singles-BM0828-GMP-151027-73,cell_648,GMP
singles-BM0828-GMP-151027-74,cell_649,GMP
singles-BM0828-GMP-151027-75,cell_650,GMP
singles-BM0828-GMP-151027-76,cell_651,GMP
singles-BM0828-GMP-151027-77,cell_652,GMP
singles-BM0828-GMP-151027-78,cell_653,GMP
singles-BM0828-GMP-151027-79,cell_654,GMP
singles-BM0828-GMP-151027-80,cell_655,GMP
singles-BM0828-GMP-151027-81,cell_656,GMP
singles-BM0828-GMP-151027-82,cell_657,GMP
singles-BM0828-GMP-151027-83,cell_658,GMP
singles-BM0828-GMP-151027-84,cell_659,GMP
singles-BM0828-GMP-151027-85,cell_660,GMP
singles-BM0828-GMP-151027-86,cell_661,GMP
singles-BM0828-GMP-151027-87,cell_662,GMP
singles-BM0828-GMP-151027-88,cell_663,GMP
singles-BM0828-GMP-151027-89,cell_664,GMP
singles-BM0828-GMP-151027-90,cell_665,GMP
singles-BM0828-GMP-151027-91,cell_666,GMP
singles-BM0828-GMP-151027-92,cell_667,GMP
singles-BM0828-GMP-151027-93,cell_668,GMP
singles-BM0828-GMP-151027-94,cell_669,GMP
singles-BM0828-GMP-151027-95,cell_670,GMP
singles-BM0828-GMP-151027-96,cell_671,GMP
singles-BM0828-HSC-frozen-151027-1,cell_672,HSC
singles-BM0828-HSC-frozen-151027-2,cell_673,HSC
singles-BM0828-HSC-frozen-151027-3,cell_674,HSC
singles-BM0828-HSC-frozen-151027-4,cell_675,HSC
singles-BM0828-HSC-frozen-151027-5,cell_676,HSC
singles-BM0828-HSC-frozen-151027-6,cell_677,HSC
singles-BM0828-HSC-frozen-151027-7,cell_678,HSC
singles-BM0828-HSC-frozen-151027-8,cell_679,HSC
singles-BM0828-HSC-frozen-151027-9,cell_680,HSC
singles-BM0828-HSC-frozen-151027-10,cell_681,HSC
singles-BM0828-HSC-frozen-151027-11,cell_682,HSC
singles-BM0828-HSC-frozen-151027-12,cell_683,HSC
singles-BM0828-HSC-frozen-151027-13,cell_684,HSC
singles-BM0828-HSC-frozen-151027-14,cell_685,HSC
singles-BM0828-HSC-frozen-151027-15,cell_686,HSC
singles-BM0828-HSC-frozen-151027-16,cell_687,HSC
singles-BM0828-HSC-frozen-151027-17,cell_688,HSC
singles-BM0828-HSC-frozen-151027-18,cell_689,HSC
singles-BM0828-HSC-frozen-151027-19,cell_690,HSC
singles-BM0828-HSC-frozen-151027-20,cell_691,HSC
singles-BM0828-HSC-frozen-151027-21,cell_692,HSC
singles-BM0828-HSC-frozen-151027-22,cell_693,HSC
singles-BM0828-HSC-frozen-151027-23,cell_694,HSC
singles-BM0828-HSC-frozen-151027-24,cell_695,HSC
singles-BM0828-HSC-frozen-151027-25,cell_696,HSC
singles-BM0828-HSC-frozen-151027-26,cell_697,HSC
singles-BM0828-HSC-frozen-151027-27,cell_698,HSC
singles-BM0828-HSC-frozen-151027-28,cell_699,HSC
singles-BM0828-HSC-frozen-151027-29,cell_700,HSC
singles-BM0828-HSC-frozen-151027-30,cell_701,HSC
singles-BM0828-HSC-frozen-151027-31,cell_702,HSC
singles-BM0828-HSC-frozen-151027-32,cell_703,HSC
singles-BM0828-HSC-frozen-151027-33,cell_704,HSC
singles-BM0828-HSC-frozen-151027-34,cell_705,HSC
singles-BM0828-HSC-frozen-151027-35,cell_706,HSC
singles-BM0828-HSC-frozen-151027-36,cell_707,HSC
singles-BM0828-HSC-frozen-151027-37,cell_708,HSC
singles-BM0828-HSC-frozen-151027-38,cell_709,HSC
singles-BM0828-HSC-frozen-151027-39,cell_710,HSC
singles-BM0828-HSC-frozen-151027-40,cell_711,HSC
singles-BM0828-HSC-frozen-151027-41,cell_712,HSC
singles-BM0828-HSC-frozen-151027-42,cell_713,HSC
singles-BM0828-HSC-frozen-151027-43,cell_714,HSC
singles-BM0828-HSC-frozen-151027-44,cell_715,HSC
singles-BM0828-HSC-frozen-151027-45,cell_716,HSC
singles-BM0828-HSC-frozen-151027-46,cell_717,HSC
singles-BM0828-HSC-frozen-151027-47,cell_718,HSC
singles-BM0828-HSC-frozen-151027-48,cell_719,HSC
singles-BM0828-HSC-frozen-151027-49,cell_720,HSC
singles-BM0828-HSC-frozen-151027-50,cell_721,HSC
singles-BM0828-HSC-frozen-151027-51,cell_722,HSC
singles-BM0828-HSC-frozen-151027-52,cell_723,HSC
singles-BM0828-HSC-frozen-151027-53,cell_724,HSC
singles-BM0828-HSC-frozen-151027-54,cell_725,HSC
singles-BM0828-HSC-frozen-151027-55,cell_726,HSC
singles-BM0828-HSC-frozen-151027-56,cell_727,HSC
singles-BM0828-HSC-frozen-151027-57,cell_728,HSC
singles-BM0828-HSC-frozen-151027-58,cell_729,HSC
singles-BM0828-HSC-frozen-151027-59,cell_730,HSC
singles-BM0828-HSC-frozen-151027-60,cell_731,HSC
singles-BM0828-HSC-frozen-151027-61,cell_732,HSC
singles-BM0828-HSC-frozen-151027-62,cell_733,HSC
singles-BM0828-HSC-frozen-151027-63,cell_734,HSC
singles-BM0828-HSC-frozen-151027-64,cell_735,HSC
singles-BM0828-HSC-frozen-151027-65,cell_736,HSC
singles-BM0828-HSC-frozen-151027-66,cell_737,HSC
singles-BM0828-HSC-frozen-151027-67,cell_738,HSC
singles-BM0828-HSC-frozen-151027-68,cell_739,HSC
singles-BM0828-HSC-frozen-151027-69,cell_740,HSC
singles-BM0828-HSC-frozen-151027-70,cell_741,HSC
singles-BM0828-HSC-frozen-151027-71,cell_742,HSC
singles-BM0828-HSC-frozen-151027-72,cell_743,HSC
singles-BM0828-HSC-frozen-151027-73,cell_744,HSC
singles-BM0828-HSC-frozen-151027-74,cell_745,HSC
singles-BM0828-HSC-frozen-151027-75,cell_746,HSC
singles-BM0828-HSC-frozen-151027-76,cell_747,HSC
singles-BM0828-HSC-frozen-151027-77,cell_748,HSC
singles-BM0828-HSC-frozen-151027-78,cell_749,HSC
singles-BM0828-HSC-frozen-151027-79,cell_750,HSC
singles-BM0828-HSC-frozen-151027-80,cell_751,HSC
singles-BM0828-HSC-frozen-151027-81,cell_752,HSC
singles-BM0828-HSC-frozen-151027-82,cell_753,HSC
singles-BM0828-HSC-frozen-151027-83,cell_754,HSC
singles-BM0828-HSC-frozen-151027-84,cell_755,HSC
singles-BM0828-HSC-frozen-151027-85,cell_756,HSC
singles-BM0828-HSC-frozen-151027-86,cell_757,HSC
singles-BM0828-HSC-frozen-151027-87,cell_758,HSC
singles-BM0828-HSC-frozen-151027-88,cell_759,HSC
singles-BM0828-HSC-frozen-151027-89,cell_760,HSC
singles-BM0828-HSC-frozen-151027-90,cell_761,HSC
singles-BM0828-HSC-frozen-151027-91,cell_762,HSC
singles-BM0828-HSC-frozen-151027-92,cell_763,HSC
singles-BM0828-HSC-frozen-151027-93,cell_764,HSC
singles-BM0828-HSC-frozen-151027-94,cell_765,HSC
singles-BM0828-HSC-frozen-151027-95,cell_766,HSC
singles-BM0828-HSC-frozen-151027-96,cell_767,HSC
BM1077-CLP-Frozen-160106-1,cell_768,CLP
BM1077-CLP-Frozen-160106-2,cell_769,CLP
BM1077-CLP-Frozen-160106-3,cell_770,CLP
BM1077-CLP-Frozen-160106-4,cell_771,CLP
BM1077-CLP-Frozen-160106-5,cell_772,CLP
BM1077-CLP-Frozen-160106-6,cell_773,CLP
BM1077-CLP-Frozen-160106-7,cell_774,CLP
BM1077-CLP-Frozen-160106-8,cell_775,CLP
BM1077-CLP-Frozen-160106-9,cell_776,CLP
BM1077-CLP-Frozen-160106-10,cell_777,CLP
BM1077-CLP-Frozen-160106-11,cell_778,CLP
BM1077-CLP-Frozen-160106-12,cell_779,CLP
BM1077-CLP-Frozen-160106-13,cell_780,CLP
BM1077-CLP-Frozen-160106-14,cell_781,CLP
BM1077-CLP-Frozen-160106-15,cell_782,CLP
BM1077-CLP-Frozen-160106-16,cell_783,CLP
BM1077-CLP-Frozen-160106-17,cell_784,CLP
BM1077-CLP-Frozen-160106-18,cell_785,CLP
BM1077-CLP-Frozen-160106-19,cell_786,CLP
BM1077-CLP-Frozen-160106-20,cell_787,CLP
BM1077-CLP-Frozen-160106-21,cell_788,CLP
BM1077-CLP-Frozen-160106-22,cell_789,CLP
BM1077-CLP-Frozen-160106-23,cell_790,CLP
BM1077-CLP-Frozen-160106-24,cell_791,CLP
BM1077-CLP-Frozen-160106-25,cell_792,CLP
BM1077-CLP-Frozen-160106-26,cell_793,CLP
BM1077-CLP-Frozen-160106-27,cell_794,CLP
BM1077-CLP-Frozen-160106-28,cell_795,CLP
BM1077-CLP-Frozen-160106-29,cell_796,CLP
BM1077-CLP-Frozen-160106-30,cell_797,CLP
BM1077-CLP-Frozen-160106-31,cell_798,CLP
BM1077-CLP-Frozen-160106-32,cell_799,CLP
BM1077-CLP-Frozen-160106-33,cell_800,CLP
BM1077-CLP-Frozen-160106-34,cell_801,CLP
BM1077-CLP-Frozen-160106-35,cell_802,CLP
BM1077-CLP-Frozen-160106-36,cell_803,CLP
BM1077-CLP-Frozen-160106-37,cell_804,CLP
BM1077-CLP-Frozen-160106-38,cell_805,CLP
BM1077-CLP-Frozen-160106-39,cell_806,CLP
BM1077-CLP-Frozen-160106-40,cell_807,CLP
BM1077-CLP-Frozen-160106-41,cell_808,CLP
BM1077-CLP-Frozen-160106-42,cell_809,CLP
BM1077-CLP-Frozen-160106-43,cell_810,CLP
BM1077-CLP-Frozen-160106-44,cell_811,CLP
BM1077-CLP-Frozen-160106-45,cell_812,CLP
BM1077-CLP-Frozen-160106-46,cell_813,CLP
BM1077-CLP-Frozen-160106-47,cell_814,CLP
BM1077-CLP-Frozen-160106-48,cell_815,CLP
BM1077-CLP-Frozen-160106-49,cell_816,CLP
BM1077-CLP-Frozen-160106-50,cell_817,CLP
BM1077-CLP-Frozen-160106-51,cell_818,CLP
BM1077-CLP-Frozen-160106-52,cell_819,CLP
BM1077-CLP-Frozen-160106-53,cell_820,CLP
BM1077-CLP-Frozen-160106-54,cell_821,CLP
BM1077-CLP-Frozen-160106-55,cell_822,CLP
BM1077-CLP-Frozen-160106-56,cell_823,CLP
BM1077-CLP-Frozen-160106-57,cell_824,CLP
BM1077-CLP-Frozen-160106-58,cell_825,CLP
BM1077-CLP-Frozen-160106-59,cell_826,CLP
BM1077-CLP-Frozen-160106-60,cell_827,CLP
BM1077-CLP-Frozen-160106-61,cell_828,CLP
BM1077-CLP-Frozen-160106-62,cell_829,CLP
BM1077-CLP-Frozen-160106-63,cell_830,CLP
BM1077-CLP-Frozen-160106-64,cell_831,CLP
BM1077-CLP-Frozen-160106-65,cell_832,CLP
BM1077-CLP-Frozen-160106-66,cell_833,CLP
BM1077-CLP-Frozen-160106-67,cell_834,CLP
BM1077-CLP-Frozen-160106-68,cell_835,CLP
BM1077-CLP-Frozen-160106-69,cell_836,CLP
BM1077-CLP-Frozen-160106-70,cell_837,CLP
BM1077-CLP-Frozen-160106-71,cell_838,CLP
BM1077-CLP-Frozen-160106-72,cell_839,CLP
BM1077-CLP-Frozen-160106-73,cell_840,CLP
BM1077-CLP-Frozen-160106-74,cell_841,CLP
BM1077-CLP-Frozen-160106-75,cell_842,CLP
BM1077-CLP-Frozen-160106-76,cell_843,CLP
BM1077-CLP-Frozen-160106-77,cell_844,CLP
BM1077-CLP-Frozen-160106-78,cell_845,CLP
BM1077-CLP-Frozen-160106-79,cell_846,CLP
BM1077-CLP-Frozen-160106-80,cell_847,CLP
BM1077-CLP-Frozen-160106-81,cell_848,CLP
BM1077-CLP-Frozen-160106-82,cell_849,CLP
BM1077-CLP-Frozen-160106-83,cell_850,CLP
BM1077-CLP-Frozen-160106-84,cell_851,CLP
BM1077-CLP-Frozen-160106-85,cell_852,CLP
BM1077-CLP-Frozen-160106-86,cell_853,CLP
BM1077-CLP-Frozen-160106-87,cell_854,CLP
BM1077-CLP-Frozen-160106-88,cell_855,CLP
BM1077-CLP-Frozen-160106-89,cell_856,CLP
BM1077-CLP-Frozen-160106-90,cell_857,CLP
BM1077-CLP-Frozen-160106-91,cell_858,CLP
BM1077-CLP-Frozen-160106-92,cell_859,CLP
BM1077-CLP-Frozen-160106-93,cell_860,CLP
BM1077-CLP-Frozen-160106-94,cell_861,CLP
BM1077-CLP-Frozen-160106-95,cell_862,CLP
BM1077-CLP-Frozen-160106-96,cell_863,CLP
BM1077-HSC-Frozen-160105-1,cell_864,HSC
BM1077-HSC-Frozen-160105-2,cell_865,HSC
BM1077-HSC-Frozen-160105-3,cell_866,HSC
BM1077-HSC-Frozen-160105-4,cell_867,HSC
BM1077-HSC-Frozen-160105-5,cell_868,HSC
BM1077-HSC-Frozen-160105-6,cell_869,HSC
BM1077-HSC-Frozen-160105-7,cell_870,HSC
BM1077-HSC-Frozen-160105-8,cell_871,HSC
BM1077-HSC-Frozen-160105-9,cell_872,HSC
BM1077-HSC-Frozen-160105-10,cell_873,HSC
BM1077-HSC-Frozen-160105-11,cell_874,HSC
BM1077-HSC-Frozen-160105-12,cell_875,HSC
BM1077-HSC-Frozen-160105-13,cell_876,HSC
BM1077-HSC-Frozen-160105-14,cell_877,HSC
BM1077-HSC-Frozen-160105-15,cell_878,HSC
BM1077-HSC-Frozen-160105-16,cell_879,HSC
BM1077-HSC-Frozen-160105-17,cell_880,HSC
BM1077-HSC-Frozen-160105-18,cell_881,HSC
BM1077-HSC-Frozen-160105-19,cell_882,HSC
BM1077-HSC-Frozen-160105-20,cell_883,HSC
BM1077-HSC-Frozen-160105-21,cell_884,HSC
BM1077-HSC-Frozen-160105-22,cell_885,HSC
BM1077-HSC-Frozen-160105-23,cell_886,HSC
BM1077-HSC-Frozen-160105-24,cell_887,HSC
BM1077-HSC-Frozen-160105-25,cell_888,HSC
BM1077-HSC-Frozen-160105-26,cell_889,HSC
BM1077-HSC-Frozen-160105-27,cell_890,HSC
BM1077-HSC-Frozen-160105-28,cell_891,HSC
BM1077-HSC-Frozen-160105-29,cell_892,HSC
BM1077-HSC-Frozen-160105-30,cell_893,HSC
BM1077-HSC-Frozen-160105-31,cell_894,HSC
BM1077-HSC-Frozen-160105-32,cell_895,HSC
BM1077-HSC-Frozen-160105-33,cell_896,HSC
BM1077-HSC-Frozen-160105-34,cell_897,HSC
BM1077-HSC-Frozen-160105-35,cell_898,HSC
BM1077-HSC-Frozen-160105-36,cell_899,HSC
BM1077-HSC-Frozen-160105-37,cell_900,HSC
BM1077-HSC-Frozen-160105-38,cell_901,HSC
BM1077-HSC-Frozen-160105-39,cell_902,HSC
BM1077-HSC-Frozen-160105-40,cell_903,HSC
BM1077-HSC-Frozen-160105-41,cell_904,HSC
BM1077-HSC-Frozen-160105-42,cell_905,HSC
BM1077-HSC-Frozen-160105-43,cell_906,HSC
BM1077-HSC-Frozen-160105-44,cell_907,HSC
BM1077-HSC-Frozen-160105-45,cell_908,HSC
BM1077-HSC-Frozen-160105-46,cell_909,HSC
BM1077-HSC-Frozen-160105-47,cell_910,HSC
BM1077-HSC-Frozen-160105-48,cell_911,HSC
BM1077-HSC-Frozen-160105-49,cell_912,HSC
BM1077-HSC-Frozen-160105-50,cell_913,HSC
BM1077-HSC-Frozen-160105-51,cell_914,HSC
BM1077-HSC-Frozen-160105-52,cell_915,HSC
BM1077-HSC-Frozen-160105-53,cell_916,HSC
BM1077-HSC-Frozen-160105-54,cell_917,HSC
BM1077-HSC-Frozen-160105-55,cell_918,HSC
BM1077-HSC-Frozen-160105-56,cell_919,HSC
BM1077-HSC-Frozen-160105-57,cell_920,HSC
BM1077-HSC-Frozen-160105-58,cell_921,HSC
BM1077-HSC-Frozen-160105-59,cell_922,HSC
BM1077-HSC-Frozen-160105-60,cell_923,HSC
BM1077-HSC-Frozen-160105-61,cell_924,HSC
BM1077-HSC-Frozen-160105-62,cell_925,HSC
BM1077-HSC-Frozen-160105-63,cell_926,HSC
BM1077-HSC-Frozen-160105-64,cell_927,HSC
BM1077-HSC-Frozen-160105-65,cell_928,HSC
BM1077-HSC-Frozen-160105-66,cell_929,HSC
BM1077-HSC-Frozen-160105-67,cell_930,HSC
BM1077-HSC-Frozen-160105-68,cell_931,HSC
BM1077-HSC-Frozen-160105-69,cell_932,HSC
BM1077-HSC-Frozen-160105-70,cell_933,HSC
BM1077-HSC-Frozen-160105-71,cell_934,HSC
BM1077-HSC-Frozen-160105-72,cell_935,HSC
BM1077-HSC-Frozen-160105-73,cell_936,HSC
BM1077-HSC-Frozen-160105-74,cell_937,HSC
BM1077-HSC-Frozen-160105-75,cell_938,HSC
BM1077-HSC-Frozen-160105-76,cell_939,HSC
BM1077-HSC-Frozen-160105-77,cell_940,HSC
BM1077-HSC-Frozen-160105-78,cell_941,HSC
BM1077-HSC-Frozen-160105-79,cell_942,HSC
BM1077-HSC-Frozen-160105-80,cell_943,HSC
BM1077-HSC-Frozen-160105-81,cell_944,HSC
BM1077-HSC-Frozen-160105-82,cell_945,HSC
BM1077-HSC-Frozen-160105-83,cell_946,HSC
BM1077-HSC-Frozen-160105-84,cell_947,HSC
BM1077-HSC-Frozen-160105-85,cell_948,HSC
BM1077-HSC-Frozen-160105-86,cell_949,HSC
BM1077-HSC-Frozen-160105-87,cell_950,HSC
BM1077-HSC-Frozen-160105-88,cell_951,HSC
BM1077-HSC-Frozen-160105-89,cell_952,HSC
BM1077-HSC-Frozen-160105-90,cell_953,HSC
BM1077-HSC-Frozen-160105-91,cell_954,HSC
BM1077-HSC-Frozen-160105-92,cell_955,HSC
BM1077-HSC-Frozen-160105-93,cell_956,HSC
BM1077-HSC-Frozen-160105-94,cell_957,HSC
BM1077-HSC-Frozen-160105-95,cell_958,HSC
BM1077-HSC-Frozen-160105-96,cell_959,HSC
BM1077-CMP-Frozen-160106-1,cell_960,CMP
BM1077-CMP-Frozen-160106-2,cell_961,CMP
BM1077-CMP-Frozen-160106-3,cell_962,CMP
BM1077-CMP-Frozen-160106-4,cell_963,CMP
BM1077-CMP-Frozen-160106-5,cell_964,CMP
BM1077-CMP-Frozen-160106-6,cell_965,CMP
BM1077-CMP-Frozen-160106-7,cell_966,CMP
BM1077-CMP-Frozen-160106-8,cell_967,CMP
BM1077-CMP-Frozen-160106-9,cell_968,CMP
BM1077-CMP-Frozen-160106-10,cell_969,CMP
BM1077-CMP-Frozen-160106-11,cell_970,CMP
BM1077-CMP-Frozen-160106-12,cell_971,CMP
BM1077-CMP-Frozen-160106-13,cell_972,CMP
BM1077-CMP-Frozen-160106-14,cell_973,CMP
BM1077-CMP-Frozen-160106-15,cell_974,CMP
BM1077-CMP-Frozen-160106-16,cell_975,CMP
BM1077-CMP-Frozen-160106-17,cell_976,CMP
BM1077-CMP-Frozen-160106-18,cell_977,CMP
BM1077-CMP-Frozen-160106-19,cell_978,CMP
BM1077-CMP-Frozen-160106-20,cell_979,CMP
BM1077-CMP-Frozen-160106-21,cell_980,CMP
BM1077-CMP-Frozen-160106-22,cell_981,CMP
